0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 1 0 
0 0 0 
-2.4466584e-11 1.4400965 5.933696e-11 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 1 0 
0 1 0 
0 0 0 
0.039738082 0.94228968 -0.039738083 
0.049860359 1.0781872 2.8789614e-10 
0 0 0 
-0.029284169 0.91293662 0.029284167 
-0.040127437 1.123619 1.4751146e-10 
0 1 0 
0 0 0 
-2.303432e-10 1.0781872 -0.04986036 
-2.2833318e-10 1.2888588 3.9083562e-10 
-1.4509463e-10 1.123619 0.040127435 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 1 0 
0 0 0 
0.039738082 0.94228968 0.039738084 
0 0 0 
-0.029284169 0.91293662 -0.029284167 
0 0 0 
0 1 0 
-1.4931023e-10 1.0781872 0.04986036 
0 0 0 
-8.3601493e-11 1.123619 -0.040127435 
0 0 0 
0 0 0 
0 0 0 
1.2101192e-09 1.32283 -1.69338e-09 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0.03201227 0.87164625 -0.032012271 
0.041279531 1.1785501 -3.1720945e-10 
0 0 0 
-0.14269946 0.94284426 0.14269946 
-0.16324345 1.0739577 -1.2478833e-09 
0 0 0 
3.1808214e-10 1.1785501 -0.041279533 
3.2884404e-10 1.6162509 -4.2611813e-10 
1.0181557e-09 1.0739577 0.16324344 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0.03201227 0.87164625 0.03201227 
0 0 0 
-0.14269946 0.94284426 -0.14269946 
0 0 0 
2.5902264e-10 1.1785501 0.041279532 
0 0 0 
1.0606333e-09 1.0739577 -0.16324345 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 1 0 
0 1 0 
0 0 0 
-0.039738083 0.94228968 -0.039738083 
-0.049860359 1.0781872 3.080269e-10 
0 0 0 
0.029284169 0.91293662 0.029284167 
0.040127437 1.123619 8.2141097e-11 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 1 0 
0 0 0 
-0.039738082 0.94228968 0.039738084 
0 0 0 
0.029284169 0.91293662 -0.029284167 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
-0.032012269 0.87164625 -0.032012271 
-0.04127953 1.1785501 -3.9530549e-10 
0 0 0 
0.14269946 0.94284426 0.14269946 
0.16324345 1.0739577 -1.2472748e-09 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
-0.032012269 0.87164625 0.03201227 
0 0 0 
0.14269946 0.94284425 -0.14269946 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
23.854898 21.839015 7.8946931 8.1505051 21.839015 14.894625 8.1505051 11.512901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23.854898 7.8946931 21.839015 8.1505052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.0249258 2.4822439 2.4822439 -6.4154222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.0249258 2.4822439 0 0 0 0 0 0 0 0 0 0 23.854898 21.839015 7.8946931 8.1505051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23.854898 7.8946931 0 0 0 0 0 0 0 0 0 0 4.0249258 2.4822438 0 0 0 0 0 0 0 0 0 0 4.0249258 0 0 0 0 0 0 0 
